model,OA,AA,kappa,mac_prec,mac_f1,macro_auc,train_time_s,infer_time_s,pc_f1_0,pc_f1_1,pc_f1_2,pc_f1_3,pc_f1_4,pc_f1_5,pc_f1_6,pc_f1_7,pc_f1_8,pc_prec_0,pc_prec_1,pc_prec_2,pc_prec_3,pc_prec_4,pc_prec_5,pc_prec_6,pc_prec_7,pc_prec_8
QHSA-Net (Optimised),98.61295098573989,97.89844282427083,98.16014689774448,97.96821519448842,97.92992318585216,99.95996688397966,889.4465420246124,63.70484495162964,98.59178682856901,99.65858148027195,92.98339582217461,99.63898916967509,99.63220269718022,98.6868462052081,96.65150888797024,95.52599758162032,100.0,98.6001011975038,99.55513375645056,94.39912996193584,99.60303139660772,99.3480032599837,99.15026833631485,96.13486842105263,94.92340042054671,100.0
