model,dataset,seed,epoch,loss,train_acc
3D-CNN-Only,IndianPines,7,13,1.4267450140971762,49.90196078431373
3D-CNN-Only,IndianPines,7,14,1.431005086150824,48.72549019607843
3D-CNN-Only,IndianPines,7,15,1.410317014245426,48.627450980392155
3D-CNN-Only,IndianPines,7,16,1.3750522038515876,50.0
3D-CNN-Only,IndianPines,7,17,1.3627501623303282,50.49019607843137
3D-CNN-Only,IndianPines,7,18,1.355156515158859,50.588235294117645
3D-CNN-Only,IndianPines,7,19,1.3397567781747557,50.588235294117645
3D-CNN-Only,IndianPines,7,20,1.3230247988420374,50.78431372549019
3D-CNN-Only,IndianPines,7,21,1.3319693714964624,50.49019607843137
3D-CNN-Only,IndianPines,7,22,1.298928864329469,51.07843137254902
3D-CNN-Only,IndianPines,7,23,1.2916596688476263,52.254901960784316
3D-CNN-Only,IndianPines,7,24,1.2902174355936986,51.9607843137255
3D-CNN-Only,IndianPines,7,25,1.3098836379892687,50.09803921568627
3D-CNN-Only,IndianPines,7,26,1.2807913354798859,51.5686274509804
3D-CNN-Only,IndianPines,7,27,1.2964502554313808,50.68627450980392
3D-CNN-Only,IndianPines,7,28,1.2918187791225957,51.17647058823529
3D-CNN-Only,IndianPines,7,29,1.2802741345237283,52.05882352941177
3D-CNN-Only,IndianPines,7,30,1.2775080367630602,53.03921568627451
QHSA-Net,IndianPines,21,1,2.459229418810676,28.627450980392155
QHSA-Net,IndianPines,21,2,1.9504015431684607,36.37254901960784
QHSA-Net,IndianPines,21,3,1.6965759366166357,37.94117647058823
QHSA-Net,IndianPines,21,4,1.5497984591652365,45.88235294117647
QHSA-Net,IndianPines,21,5,1.3910534003201653,50.3921568627451
QHSA-Net,IndianPines,21,6,1.2622516641429826,54.41176470588235
QHSA-Net,IndianPines,21,7,1.1359832623425652,59.80392156862745
QHSA-Net,IndianPines,21,8,0.9754541850557514,66.56862745098039
QHSA-Net,IndianPines,21,9,0.8589462348059111,69.2156862745098
QHSA-Net,IndianPines,21,10,0.7569351081754647,72.94117647058823
QHSA-Net,IndianPines,21,11,0.6693562535678639,76.5686274509804
QHSA-Net,IndianPines,21,12,0.5790908666218029,79.31372549019608
QHSA-Net,IndianPines,21,13,0.5042802274227143,83.23529411764706
QHSA-Net,IndianPines,21,14,0.5006890100591322,81.07843137254902
QHSA-Net,IndianPines,21,15,0.37821954091389975,87.05882352941177
QHSA-Net,IndianPines,21,16,0.2987547507473067,90.68627450980392
QHSA-Net,IndianPines,21,17,0.23600801463220633,93.52941176470588
QHSA-Net,IndianPines,21,18,0.21298006550938475,94.01960784313725
QHSA-Net,IndianPines,21,19,0.1798463018501506,95.29411764705881
QHSA-Net,IndianPines,21,20,0.15355099831141678,96.96078431372548
QHSA-Net,IndianPines,21,21,0.13801853685986762,96.37254901960785
QHSA-Net,IndianPines,21,22,0.12155799573543025,96.86274509803921
QHSA-Net,IndianPines,21,23,0.09875526907397252,98.72549019607844
QHSA-Net,IndianPines,21,24,0.09331232846951952,98.13725490196077
QHSA-Net,IndianPines,21,25,0.08116195128828871,99.2156862745098
QHSA-Net,IndianPines,21,26,0.07465786104108774,98.92156862745098
QHSA-Net,IndianPines,21,27,0.07327758430265913,99.11764705882354
QHSA-Net,IndianPines,21,28,0.07548090275011811,98.92156862745098
QHSA-Net,IndianPines,21,29,0.0713899884007725,99.6078431372549
QHSA-Net,IndianPines,21,30,0.06943313266132392,99.50980392156863
SSRN,IndianPines,21,1,2.318194388408287,37.745098039215684
SSRN,IndianPines,21,2,1.1264611510669484,60.29411764705882
SSRN,IndianPines,21,3,0.8855453329927782,68.62745098039215
SSRN,IndianPines,21,4,0.5226983075048409,81.56862745098039
SSRN,IndianPines,21,5,0.37987608558991376,88.23529411764706
SSRN,IndianPines,21,6,0.26823657201785667,90.3921568627451
SSRN,IndianPines,21,7,0.15949924745980432,95.09803921568627
SSRN,IndianPines,21,8,0.13491468450018004,95.19607843137254
SSRN,IndianPines,21,9,0.12158489431820664,95.98039215686275
SSRN,IndianPines,21,10,0.15646025072418007,95.19607843137254
SSRN,IndianPines,21,11,0.12181183605217466,96.17647058823529
SSRN,IndianPines,21,12,0.06911059750937948,97.54901960784314
SSRN,IndianPines,21,13,0.043384552031171086,98.92156862745098
SSRN,IndianPines,21,14,0.03812964398998256,99.31372549019608
SSRN,IndianPines,21,15,0.03423629944377086,99.01960784313727
SSRN,IndianPines,21,16,0.026974094030903836,99.50980392156863
SSRN,IndianPines,21,17,0.02140362283178404,99.6078431372549
SSRN,IndianPines,21,18,0.027641622559623977,99.31372549019608
SSRN,IndianPines,21,19,0.014761556137134048,99.90196078431373
SSRN,IndianPines,21,20,0.01016107345839926,100.0
SSRN,IndianPines,21,21,0.007934473341732633,100.0
SSRN,IndianPines,21,22,0.006953904680980771,100.0
SSRN,IndianPines,21,23,0.007074933345703517,100.0
SSRN,IndianPines,21,24,0.010705399144367845,99.90196078431373
SSRN,IndianPines,21,25,0.007595199620460763,100.0
SSRN,IndianPines,21,26,0.0070403730642854,100.0
SSRN,IndianPines,21,27,0.006749128729251086,99.90196078431373
SSRN,IndianPines,21,28,0.006495741468069016,100.0
SSRN,IndianPines,21,29,0.006902184565642885,100.0
SSRN,IndianPines,21,30,0.00859976867031233,100.0
3D-CNN-Only,IndianPines,21,1,2.586971899107391,27.450980392156865
3D-CNN-Only,IndianPines,21,2,2.207041182237513,35.588235294117645
3D-CNN-Only,IndianPines,21,3,1.933759697745828,36.27450980392157
3D-CNN-Only,IndianPines,21,4,1.7803557877447092,36.96078431372549
3D-CNN-Only,IndianPines,21,5,1.7305491821438659,39.90196078431373
3D-CNN-Only,IndianPines,21,6,1.6870355975394156,40.3921568627451
3D-CNN-Only,IndianPines,21,7,1.6151653579637115,42.84313725490196
3D-CNN-Only,IndianPines,21,8,1.5952589670817057,44.01960784313725
3D-CNN-Only,IndianPines,21,9,1.561923681053461,43.529411764705884
3D-CNN-Only,IndianPines,21,10,1.53666058474896,44.80392156862745
3D-CNN-Only,IndianPines,21,11,1.4971143783307543,46.07843137254902
3D-CNN-Only,IndianPines,21,12,1.4793774095236087,47.84313725490196
3D-CNN-Only,IndianPines,21,13,1.4593776324216057,48.23529411764706
3D-CNN-Only,IndianPines,21,14,1.4507335391699099,47.05882352941176
3D-CNN-Only,IndianPines,21,15,1.422797065155179,48.72549019607843
3D-CNN-Only,IndianPines,21,16,1.3970152443530512,49.411764705882355
3D-CNN-Only,IndianPines,21,17,1.408157954496496,47.84313725490196
3D-CNN-Only,IndianPines,21,18,1.4025616823458205,48.8235294117647
3D-CNN-Only,IndianPines,21,19,1.3696719286488552,50.78431372549019
3D-CNN-Only,IndianPines,21,20,1.326632386562871,51.07843137254902
3D-CNN-Only,IndianPines,21,21,1.3308343719033633,52.05882352941177
3D-CNN-Only,IndianPines,21,22,1.3448479063370649,52.450980392156865
3D-CNN-Only,IndianPines,21,23,1.3354016678006042,49.50980392156863
3D-CNN-Only,IndianPines,21,24,1.3063515976363538,51.86274509803922
3D-CNN-Only,IndianPines,21,25,1.3280218040241916,51.470588235294116
3D-CNN-Only,IndianPines,21,26,1.3215142437056,52.05882352941177
3D-CNN-Only,IndianPines,21,27,1.3109973935519947,52.54901960784314
3D-CNN-Only,IndianPines,21,28,1.3065154398188872,51.86274509803922
3D-CNN-Only,IndianPines,21,29,1.2970454075757194,52.450980392156865
3D-CNN-Only,IndianPines,21,30,1.2924123773387834,52.156862745098046
QHSA-Net,Salinas,42,1,1.328453891546047,53.72940958726633
QHSA-Net,Salinas,42,2,0.4824713972868929,78.23431426985007
QHSA-Net,Salinas,42,3,0.34396003776626544,84.58263927447715
QHSA-Net,Salinas,42,4,0.28303954963902067,87.67351471404776
QHSA-Net,Salinas,42,5,0.23454752433427986,90.48676661114196
QHSA-Net,Salinas,42,6,0.19826243814772507,92.17101610216545
QHSA-Net,Salinas,42,7,0.1971927005373591,92.11549139367018
QHSA-Net,Salinas,42,8,0.17794338988483935,92.55968906163243
QHSA-Net,Salinas,42,9,0.1713843607536272,92.76327965944844
QHSA-Net,Salinas,42,10,0.14560124424239473,94.24393855265593
QHSA-Net,Salinas,42,11,0.12577389623654697,95.20636683324079
QHSA-Net,Salinas,42,12,0.11362715236195894,95.90967980751435
QHSA-Net,Salinas,42,13,0.10721990036430479,95.87266333518416
QHSA-Net,Salinas,42,14,0.10139678742418726,95.90967980751435
QHSA-Net,Salinas,42,15,0.10100892788568361,96.0207292245049
QHSA-Net,Salinas,42,16,0.08157518398490368,96.87210808809921
QHSA-Net,Salinas,42,17,0.09967704610659495,96.20581158615585
QHSA-Net,Salinas,42,18,0.0782043668113107,97.13122339441051
QHSA-Net,Salinas,42,19,0.06896128893303977,97.4643716453822
QHSA-Net,Salinas,42,20,0.061629465428652774,97.7234869516935
QHSA-Net,Salinas,42,21,0.07876069890240397,96.83509161576902
QHSA-Net,Salinas,42,22,0.06488536155275695,97.77901166018879
QHSA-Net,Salinas,42,23,0.05729072310572396,97.94558578567462
QHSA-Net,Salinas,42,24,0.05465092527222108,97.96409402183971
QHSA-Net,Salinas,42,25,0.05077791904577961,98.16768461965574
QHSA-Net,Salinas,42,26,0.048606334977071196,98.24171756431612
QHSA-Net,Salinas,42,27,0.04583020846413039,98.35276698130669
QHSA-Net,Salinas,42,28,0.04679016255334574,98.31575050897649
QHSA-Net,Salinas,42,29,0.04486863820291483,98.51934110679252
QHSA-Net,Salinas,42,30,0.041746582208653245,98.51934110679252
SSRN,Salinas,42,1,0.7455886091079267,72.44123635017583
SSRN,Salinas,42,2,0.3072065658841159,88.48787710531187
SSRN,Salinas,42,3,0.2188692688969535,91.89339255968906
SSRN,Salinas,42,4,0.18547529426742743,93.26300203590597
SSRN,Salinas,42,5,0.16751613917200517,93.67018323153803
SSRN,Salinas,42,6,0.09697845563300778,96.48343512863224
SSRN,Salinas,42,7,0.08785030719836719,96.63150101795298
SSRN,Salinas,42,8,0.06103776310927864,97.7605034240237
SSRN,Salinas,42,9,0.0782891073504295,97.39033870072183
SSRN,Salinas,42,10,0.07634109471151172,97.4643716453822
SSRN,Salinas,42,11,0.06519728352102155,97.53840459004257
SSRN,Salinas,42,12,0.07222022821114236,97.427355173052
SSRN,Salinas,42,13,0.04683618094632824,98.16768461965574
SSRN,Salinas,42,14,0.03589154420861453,98.64889875994818
SSRN,Salinas,42,15,0.04576260061343701,98.42679992596706
SSRN,Salinas,42,16,0.03477605545709564,98.8524893577642
SSRN,Salinas,42,17,0.02699959850241779,99.01906348325005
SSRN,Salinas,42,18,0.049212890857454526,98.09365167499537
SSRN,Salinas,42,19,0.027665170108513017,98.90801406625948
SSRN,Salinas,42,20,0.02687487061208384,98.94503053858968
SSRN,Salinas,42,21,0.023519650693240263,99.25967055339626
SSRN,Salinas,42,22,0.014906581358850698,99.44475291504719
SSRN,Salinas,42,23,0.015998804346402662,99.31519526189155
SSRN,Salinas,42,24,0.011455155605773986,99.59281880436794
SSRN,Salinas,42,25,0.00936169098278736,99.77790116601888
SSRN,Salinas,42,26,0.010860279166607995,99.57431056820285
SSRN,Salinas,42,27,0.009102675046440122,99.7038682213585
SSRN,Salinas,42,28,0.013391802063811306,99.44475291504719
SSRN,Salinas,42,29,0.0075868840419671645,99.85193411067925
SSRN,Salinas,42,30,0.008339229693270053,99.7223764575236
3D-CNN-Only,Salinas,42,1,1.9937445475131566,37.9603923746067
3D-CNN-Only,Salinas,42,2,1.1705751430761058,54.50675550620026
3D-CNN-Only,Salinas,42,3,0.8834975915398176,63.81639829724227
3D-CNN-Only,Salinas,42,4,0.7659233175955855,67.1108643346289
3D-CNN-Only,Salinas,42,5,0.712499538759556,68.46196557468073
3D-CNN-Only,Salinas,42,6,0.6682983686388719,70.44234684434574
3D-CNN-Only,Salinas,42,7,0.638955951663668,71.1456598186193
3D-CNN-Only,Salinas,42,8,0.6212740626772885,72.73736812881732
3D-CNN-Only,Salinas,42,9,0.5879645744407925,73.55173052008143
3D-CNN-Only,Salinas,42,10,0.5748000818337641,74.47714232833611
3D-CNN-Only,Salinas,42,11,0.5460947076027292,75.60614473440681
3D-CNN-Only,Salinas,42,12,0.5291137111345838,76.67962243198222
3D-CNN-Only,Salinas,42,13,0.535776742537684,76.25393300018509
3D-CNN-Only,Salinas,42,14,0.5273177775104642,76.64260595965204
3D-CNN-Only,Salinas,42,15,0.5039528465295265,77.80862483805294
3D-CNN-Only,Salinas,42,16,0.5022326933880901,77.25337775310012
3D-CNN-Only,Salinas,42,17,0.4725243393831643,79.67795669072737
3D-CNN-Only,Salinas,42,18,0.47887267071120104,79.011660188784
3D-CNN-Only,Salinas,42,19,0.4708462491115773,79.5854155099019
3D-CNN-Only,Salinas,42,20,0.45472582818930973,80.36276142883582
3D-CNN-Only,Salinas,42,21,0.45735536653334047,80.67740144364241
3D-CNN-Only,Salinas,42,22,0.44730198468275917,80.65889320747732
3D-CNN-Only,Salinas,42,23,0.4402413896701964,80.75143438830278
3D-CNN-Only,Salinas,42,24,0.4486371190949941,80.52933555432166
3D-CNN-Only,Salinas,42,25,0.4432725418988542,80.49231908199148
3D-CNN-Only,Salinas,42,26,0.43965395451606964,80.9735332222839
3D-CNN-Only,Salinas,42,27,0.4428569794958793,81.0105496946141
3D-CNN-Only,Salinas,42,28,0.43001534179605955,81.34369794558579
3D-CNN-Only,Salinas,42,29,0.43987974884685227,80.4367943734962
3D-CNN-Only,Salinas,42,30,0.4250296246734081,81.36220618175088
QHSA-Net,Salinas,7,1,1.3968793936025516,51.8415694984268
QHSA-Net,Salinas,7,2,0.5279954963208745,76.53155654266148
QHSA-Net,Salinas,7,3,0.3932123818034356,82.50971682398668
QHSA-Net,Salinas,7,4,0.3016044135179075,86.76661114195817
QHSA-Net,Salinas,7,5,0.2585265196111055,88.89505830094392
QHSA-Net,Salinas,7,6,0.2692354664071366,88.56191004997224
QHSA-Net,Salinas,7,7,0.22039895829736536,90.85693133444383
QHSA-Net,Salinas,7,8,0.18330402838594712,92.46714788080695
QHSA-Net,Salinas,7,9,0.1563912806851476,93.7257079400333
QHSA-Net,Salinas,7,10,0.14244290327509532,94.04034795483992
QHSA-Net,Salinas,7,11,0.15959145877921932,93.54062557838238
QHSA-Net,Salinas,7,12,0.13494930677522712,94.85471034610401
QHSA-Net,Salinas,7,13,0.10481175815597985,95.98371275217472
QHSA-Net,Salinas,7,14,0.10591225191404725,95.79863039052378
QHSA-Net,Salinas,7,15,0.09220395946412226,96.55746807329263
QHSA-Net,Salinas,7,16,0.08558474563981965,96.79807514343884
QHSA-Net,Salinas,7,17,0.09830525236291486,96.09476216916528
QHSA-Net,Salinas,7,18,0.08510560815519212,96.85359985193412
QHSA-Net,Salinas,7,19,0.0773268205844736,96.90912456042939
QHSA-Net,Salinas,7,20,0.06856067015615526,97.20525633907089
QHSA-Net,Salinas,7,21,0.056716429599163135,97.83453636868407
QHSA-Net,Salinas,7,22,0.06673424686980059,97.427355173052
QHSA-Net,Salinas,7,23,0.052101156408701166,98.09365167499537
QHSA-Net,Salinas,7,24,0.049615558793252204,98.11215991116046
QHSA-Net,Salinas,7,25,0.04576501992636095,98.2972422728114
QHSA-Net,Salinas,7,26,0.04189124183810995,98.50083287062743
QHSA-Net,Salinas,7,27,0.041793860900507976,98.38978345363687
QHSA-Net,Salinas,7,28,0.03930280111763194,98.5933740514529
QHSA-Net,Salinas,7,29,0.03701462583727038,98.75994817693874
QHSA-Net,Salinas,7,30,0.035614405578895565,98.79696464926893
SSRN,Salinas,7,1,0.6991286584895429,73.29261521377013
SSRN,Salinas,7,2,0.32897297376927104,87.69202295021284
SSRN,Salinas,7,3,0.24889199686959432,91.61576901721266
SSRN,Salinas,7,4,0.2087168546654484,92.07847492133999
SSRN,Salinas,7,5,0.16287505479128564,94.15139737183047
SSRN,Salinas,7,6,0.08394513121859003,96.87210808809921
SSRN,Salinas,7,7,0.10913769652928751,95.89117157134925
SSRN,Salinas,7,8,0.0721836286541278,97.1867481029058
SSRN,Salinas,7,9,0.08832643260238525,96.72404219877846
SSRN,Salinas,7,10,0.0644486160969902,97.39033870072183
SSRN,Salinas,7,11,0.05076800001184962,97.89006107717935
SSRN,Salinas,7,12,0.046000814269080155,98.24171756431612
SSRN,Salinas,7,13,0.047686642451946454,98.22320932815103
SSRN,Salinas,7,14,0.04616063088419955,98.07514343883028
SSRN,Salinas,7,15,0.034608687972434465,98.5933740514529
SSRN,Salinas,7,16,0.026078758580167505,98.94503053858968
SSRN,Salinas,7,17,0.0255432675875118,99.01906348325005
SSRN,Salinas,7,18,0.029631652315153256,99.01906348325005
SSRN,Salinas,7,19,0.021476169687171965,99.1301129002406
SSRN,Salinas,7,20,0.014736225328134284,99.51878585970758
SSRN,Salinas,7,21,0.01931655734181735,99.40773644271701
SSRN,Salinas,7,22,0.0087176842855321,99.64834351286322
